timestamp,red,ir
96390219,77946,110495
96400219,77948,110534
96410219,77967,110580
96420219,77968,110612
96430219,77975,110652
96440219,77986,110677
96451219,77998,110699
96461219,78001,110632
96471219,77961,110446
96481219,77891,110074
96491219,77799,109555
96501219,77658,109103
96511219,77566,108825
96521219,77513,108628
96531219,77473,108483
96541219,77438,108369
96551219,77422,108298
96561219,77404,108233
96571219,77399,108194
96581219,77382,108178
96591219,77375,108168
96601219,77381,108165
96611219,77379,108207
96621219,77385,108204
96631219,77392,108242
96642219,77394,108237
96652219,77397,108250
96662219,77401,108256
96672219,77388,108269
96682219,77405,108266
96692219,77400,108272
96702219,77398,108277
96712219,77389,108280
96722219,77402,108259
96732219,77396,108255
96742219,77388,108265
96752219,77397,108258
96762219,77393,108249
96772219,77384,108227
96782219,77380,108160
96792219,77354,108122
96802219,77342,108090
96812219,77334,108065
96823219,77318,108074
96833219,77320,108072
96843219,77333,108100
96853219,77326,108148
96863219,77329,108171
96873219,77342,108212
96883219,77358,108254
96893219,77361,108295
96903219,77371,108343
96913219,77382,108374
96923219,77405,108406
96933219,77409,108448
96943219,77419,108475
96953219,77422,108511
96963219,77428,108546
96973219,77446,108591
96983219,77449,108681
96993219,77459,108761
97003219,77491,108861
97014219,77509,108949
97024219,77526,109015
97034219,77547,109084
97044219,77553,109134
97054219,77559,109198
97064219,77587,109276
97074219,77612,109386
97084219,77645,109512
97094219,77666,109644
97104219,77716,109748
97114219,77736,109845
97124219,77751,109905
97134219,77763,109962
97144219,77769,110015
97154219,77788,110072
97164219,77800,110128
97174219,77815,110207
97184219,77827,110273
97195219,77836,110355
97205219,77853,110435
97215219,77886,110519
97225219,77895,110612
97235219,77918,110692
97245219,77953,110745
97255219,77960,110779
97265219,77966,110819
97275219,77976,110864
97285219,77993,110890
97295219,78004,110917
97305219,78012,110936
97315219,78027,110987
97325219,78026,111025
97335219,78037,111044
97345219,78048,111069
97355219,78051,111103
97365219,78060,111092
97375219,78063,111081
97386219,78052,110998
97396219,78027,110790
97406219,77947,110411
97416219,77837,109930
97426219,77728,109406
97436219,77600,109019
97446219,77534,108805
97456219,77488,108674
97466219,77466,108575
97476219,77460,108521
97486219,77439,108496
97496219,77447,108488
97506219,77433,108495
97516219,77446,108530
97526219,77454,108554
97536219,77466,108598
97546219,77469,108646
97556219,77489,108712
97567219,77504,108774
97577219,77508,108811
97587219,77526,108842
97597219,77528,108874
97607219,77527,108902
97617219,77544,108941
97627219,77560,108997
97637219,77567,109059
97647219,77576,109138
97657219,77600,109193
97667219,77622,109248
97677219,77628,109291
97687219,77642,109343
97697219,77646,109360
97707219,77652,109318
97717219,77638,109276
97727219,77626,109250
97737219,77629,109219
97747219,77618,109216
97758219,77610,109211
97768219,77628,109222
97778219,77619,109262
97788219,77633,109304
97798219,77637,109343
97808219,77645,109401
97818219,77668,109473
97828219,77682,109520
97838219,77690,109548
97848219,77706,109613
97858219,77716,109662
97868219,77738,109705
97878219,77746,109767
97888219,77755,109804
97898219,77763,109837
97908219,77775,109886
97918219,77798,109924
97928219,77791,109965
97938219,77803,109996
97949219,77806,110037
97959219,77818,110060
97969219,77826,110093
97979219,77826,110117
97989219,77832,110152
97999219,77835,110174
98009219,77847,110210
98019219,77853,110252
98029219,77863,110300
98039219,77886,110334
98049219,77891,110379
98059219,77906,110409
98069219,77911,110443
98079219,77912,110478
98089219,77916,110477
98099219,77928,110490
98109219,77933,110531
98119219,77938,110551
98130219,77946,110606
98140219,77951,110624
98150219,77967,110669
98160219,77962,110722
98170219,77975,110773
98180219,77993,110786
98190219,78006,110780
98200219,77989,110711
98210219,77952,110535
98220219,77910,110229
98230219,77828,109851
98240219,77725,109459
98250219,77633,109157
98260219,77567,108967
98270219,77530,108818
98280219,77505,108715
98290219,77477,108634
98300219,77451,108572
98310219,77445,108541
98321219,77433,108516
98331219,77434,108525
98341219,77428,108533
98351219,77433,108567
98361219,77436,108578
98371219,77460,108600
98381219,77446,108609
98391219,77455,108634
98401219,77460,108623
98411219,77469,108636
98421219,77468,108641
98431219,77473,108658
98441219,77475,108684
98451219,77482,108737
98461219,77497,108792
98471219,77510,108863
98481219,77519,108917
98491219,77538,108982
98502219,77546,109034
98512219,77560,109068
98522219,77568,109085
98532219,77571,109116
98542219,77586,109089
98552219,77569,109051
98562219,77559,109042
98572219,77556,109039
98582219,77557,109047
98592219,77565,109078
98602219,77580,109115
98612219,77594,109157
98622219,77597,109191
98632219,77597,109219
98642219,77606,109250
98652219,77615,109307
98662219,77641,109336
98672219,77634,109380
98682219,77646,109423
98693219,77659,109453
98703219,77659,109489
98713219,77659,109517
98723219,77679,109570
98733219,77680,109613
98743219,77687,109665
98753219,77712,109702
98763219,77714,109741
98773219,77719,109798
98783219,77742,109823
98793219,77759,109860
98803219,77755,109874
98813219,77765,109889
98823219,77765,109924
98833219,77769,109928
98843219,77783,109957
98853219,77785,110006
98863219,77804,110038
98873219,77792,110084
98884219,77809,110111
98894219,77822,110144
98904219,77823,110174
98914219,77830,110182
98924219,77825,110162
98934219,77818,110072
98944219,77796,109908
98954219,77736,109662
98964219,77666,109382
98974219,77606,109126
98984219,77539,108937
98994219,77516,108775
99004219,77476,108672
99014219,77451,108585
99024219,77420,108530
99034219,77418,108483
99044219,77403,108485
99054219,77392,108513
99064219,77402,108557
99075219,77416,108612
99085219,77424,108656
99095219,77450,108696
99105219,77448,108723
99115219,77442,108726
99125219,77466,108739
99135219,77458,108750
99145219,77459,108795
99155219,77477,108861
99165219,77504,108938
99175219,77524,109015
99185219,77533,109066
99195219,77551,109132
99205219,77565,109190
99215219,77586,109228
99225219,77584,109256
99235219,77591,109251
99245219,77595,109257
99256219,77587,109258
99266219,77591,109223
99276219,77581,109222
99286219,77571,109188
99296219,77572,109188
99306219,77565,109180
99316219,77567,109207
99326219,77580,109247
99336219,77588,109283
99346219,77608,109322
99356219,77615,109356
99366219,77629,109374
99376219,77638,109411
99386219,77647,109441
99396219,77653,109483
99406219,77664,109537
99416219,77680,109567
99426219,77686,109617
99436219,77689,109659
99447219,77706,109698
99457219,77706,109738
99467219,77708,109744
99477219,77720,109777
99487219,77721,109807
99497219,77729,109833
99507219,77750,109864
99517219,77750,109904
99527219,77763,109970
99537219,77773,110052
99547219,77803,110129
99557219,77816,110185
99567219,77820,110220
99577219,77829,110268
99587219,77847,110295
99597219,77867,110313
99607219,77856,110306
99617219,77853,110298
99627219,77860,110276
99638219,77837,110192
99648219,77807,109996
99658219,77754,109714
99668219,77659,109370
99678219,77576,109091
99688219,77536,108902
99698219,77486,108754
99708219,77448,108622
99718219,77430,108529
99728219,77412,108445
99738219,77392,108391
99748219,77372,108336
99758219,77364,108311
99768219,77364,108302
99778219,77360,108289
99788219,77352,108281
99798219,77352,108272
99808219,77354,108273
99819219,77342,108266
99829219,77338,108259
99839219,77352,108253
99849219,77343,108288
99859219,77340,108318
99869219,77351,108350
99879219,77367,108384
99889219,77385,108440
99899219,77402,108483
99909219,77407,108504
99919219,77421,108524
99929219,77424,108526
99939219,77421,108516
99949219,77417,108504
99959219,77407,108473
99969219,77404,108439
99979219,77397,108422
99989219,77401,108401
99999219,77380,108414
100010219,77377,108400
100020219,77393,108408
100030219,77383,108429
100040219,77389,108435
100050219,77387,108443
100060219,77397,108459
100070219,77407,108487
100080219,77410,108526
100090219,77413,108548
100100219,77431,108589
100110219,77443,108618
100120219,77454,108633
100130219,77450,108656
100140219,77453,108673
100150219,77464,108723
100160219,77472,108737
100170219,77476,108771
100180219,77482,108816
100190219,77492,108847
100201219,77503,108880
100211219,77510,108903
100221219,77519,108921
100231219,77507,108948
100241219,77523,108988
100251219,77528,109015
100261219,77539,109043
100271219,77546,109078
100281219,77544,109112
100291219,77574,109135
100301219,77571,109172
100311219,77578,109171
100321219,77587,109176
100331219,77578,109160
100341219,77566,109075
100351219,77548,108930
100361219,77491,108727
100371219,77443,108519
100382219,77381,108324
100392219,77330,108135
100402219,77286,107963
100412219,77254,107831
100422219,77219,107691
100432219,77183,107576
100442219,77159,107469
100452219,77143,107410
100462219,77132,107343
100472219,77107,107298
100482219,77105,107272
100492219,77103,107236
100502219,77102,107204
100512219,77100,107189
100522219,77093,107159
100532219,77085,107139
100542219,77077,107107
100552219,77068,107088
100562219,77073,107108
100573219,77076,107140
100583219,77080,107190
100593219,77094,107258
100603219,77120,107311
100613219,77127,107366
100623219,77139,107422
100633219,77148,107452
100643219,77172,107468
100653219,77177,107454
100663219,77180,107443
100673219,77173,107425
100683219,77178,107412
100693219,77165,107402
100703219,77170,107401
100713219,77163,107420
100723219,77175,107399
100733219,77179,107415
100743219,77164,107432
100753219,77180,107448
100764219,77187,107475
100774219,77196,107497
100784219,77208,107524
100794219,77212,107591
100804219,77220,107650
100814219,77243,107700
100824219,77261,107761
100834219,77274,107799
100844219,77284,107838
100854219,77302,107858
100864219,77315,107881
100874219,77320,107907
100884219,77330,107944
100894219,77338,107992
100904219,77347,108023
100914219,77355,108062
100924219,77367,108115
100934219,77372,108154
100945219,77394,108175
100955219,77397,108202
100965219,77410,108224
100975219,77401,108261
100985219,77420,108296
100995219,77426,108337
101005219,77446,108392
101015219,77452,108445
101025219,77466,108504
101035219,77490,108537
101045219,77502,108553
101055219,77505,108589
101065219,77508,108609
101075219,77516,108621
101085219,77522,108644
101095219,77539,108658
101105219,77535,108693
101115219,77543,108731
101125219,77552,108754
101136219,77557,108781
101146219,77561,108806
101156219,77572,108829
101166219,77568,108852
101176219,77580,108883
101186219,77589,108906
101196219,77593,108936
101206219,77610,108958
101216219,77625,108993
101226219,77632,108994
101236219,77629,108977
101246219,77610,108849
101256219,77574,108592
101266219,77482,108277
101276219,77404,108001
101286219,77352,107784
101296219,77288,107602
101306219,77236,107438
101317219,77205,107303
101327219,77164,107175
101337219,77146,107065
101347219,77114,106992
101357219,77090,106923
101367219,77092,106861
101377219,77080,106806
101387219,77061,106776
101397219,77057,106764
101407219,77054,106728
101417219,77053,106699
101427219,77048,106690
101437219,77052,106679
101447219,77042,106663
101457219,77048,106654
101467219,77050,106657
101477219,77057,106689
101487219,77054,106726
101497219,77076,106776
101508219,77086,106838
101518219,77110,106904
101528219,77120,106955
101538219,77132,106994
101548219,77140,107002
101558219,77154,107019
101568219,77158,107027
101578219,77152,107054
101588219,77173,107049
101598219,77175,107058
101608219,77177,107087
101618219,77196,107094
101628219,77191,107104
101638219,77208,107112
101648219,77201,107112
101658219,77203,107125
101668219,77200,107148
101678219,77220,107172
101689219,77219,107213
101699219,77225,107258
101709219,77245,107309
101719219,77255,107372
101729219,77267,107414
101739219,77278,107444
101749219,77292,107461
101759219,77300,107498
101769219,77315,107544
101779219,77321,107572
101789219,77341,107632
101799219,77351,107676
101809219,77379,107745
101819219,77388,107800
101829219,77402,107824
101839219,77415,107853
101849219,77412,107881
101859219,77421,107899
101869219,77427,107929
101880219,77436,107952
101890219,77452,107994
101900219,77451,108042
101910219,77463,108104
101920219,77488,108145
101930219,77499,108167
101940219,77503,108198
101950219,77507,108221
101960219,77533,108251
101970219,77538,108276
101980219,77539,108293
101990219,77537,108324
102000219,77559,108354
102010219,77570,108401
102020219,77580,108438
102030219,77588,108476
102040219,77589,108508
102050219,77607,108529
102061219,77604,108555
102071219,77615,108565
102081219,77625,108578
102091219,77624,108637
102101219,77620,108658
102111219,77649,108714
102121219,77665,108759
102131219,77679,108806
102141219,77691,108869
102151219,77707,108892
102161219,77723,108909
102171219,77719,108921
102181219,77735,108920
102191219,77728,108917
102201219,77736,108940
102211219,77739,108972
102221219,77746,109038
102231219,77753,109104
102241219,77787,109152
102252219,77789,109148
102262219,77794,109071
102272219,77751,108868
102282219,77677,108546
102292219,77584,108180
102302219,77507,107910
102312219,77449,107710
102322219,77402,107558
102332219,77361,107427
102342219,77346,107327
102352219,77322,107258
102362219,77306,107184
102372219,77294,107146
102382219,77284,107114
102392219,77277,107069
102402219,77282,107042
102412219,77270,107037
102422219,77265,107017
102433219,77254,107018
102443219,77263,106989
102453219,77256,106993
102463219,77265,107004
102473219,77260,107011
102483219,77276,107021
102493219,77275,107028
102503219,77279,107069
102513219,77291,107123
102523219,77316,107165
102533219,77329,107223
102543219,77336,107283
102553219,77352,107332
102563219,77361,107387
102573219,77380,107437
102583219,77394,107440
102593219,77390,107451
102603219,77386,107435
102613219,77387,107414
102624219,77383,107435
102634219,77379,107436
102644219,77393,107470
102654219,77392,107500
102664219,77405,107547
102674219,77419,107586
102684219,77437,107629
102694219,77448,107666
102704219,77457,107718
102714219,77485,107749
102724219,77495,107792
102734219,77505,107829
102744219,77523,107894
102754219,77531,107950
102764219,77546,107991
102774219,77562,108030
102784219,77577,108094
102794219,77574,108113
102805219,77591,108145
102815219,77602,108162
102825219,77604,108184
102835219,77614,108199
102845219,77607,108219
102855219,77618,108268
102865219,77631,108312
102875219,77637,108357
102885219,77660,108420
102895219,77674,108474
102905219,77698,108499
102915219,77696,108518
102925219,77707,108530
102935219,77709,108537
102945219,77711,108563
102955219,77717,108569
102965219,77725,108621
102975219,77733,108681
102985219,77744,108734
102996219,77764,108798
103006219,77775,108844
103016219,77795,108886
103026219,77796,108933
103036219,77804,108955
103046219,77830,108972
103056219,77827,108991
103066219,77824,109025
103076219,77840,109065
103086219,77859,109105
103096219,77874,109146
103106219,77885,109188
103116219,77883,109206
103126219,77895,109220
103136219,77889,109243
103146219,77902,109237
103156219,77900,109247
103166219,77902,109273
103177219,77910,109294
103187219,77912,109339
103197219,77919,109385
103207219,77939,109424
103217219,77943,109482
103227219,77962,109532
103237219,77975,109569
103247219,77984,109576
103257219,77980,109544
103267219,77978,109431
103277219,77924,109178
103287219,77857,108794
103297219,77760,108441
103307219,77670,108181
103317219,77610,107982
103327219,77574,107826
103337219,77536,107697
103347219,77497,107612
103357219,77472,107534
103368219,77468,107495
103378219,77455,107466
103388219,77453,107454
103398219,77454,107457
103408219,77447,107448
103418219,77452,107453
103428219,77461,107453
103438219,77445,107467
103448219,77452,107486
103458219,77455,107477
103468219,77473,107464
103478219,77470,107490
103488219,77478,107488
103498219,77470,107515
103508219,77485,107544
103518219,77495,107572
103528219,77495,107621
103538219,77499,107664
103549219,77518,107724
103559219,77522,107755
103569219,77546,107788
103579219,77547,107803
103589219,77548,107809
103599219,77551,107790
103609219,77548,107794
103619219,77548,107805
103629219,77547,107827
103639219,77561,107833
103649219,77559,107842
103659219,77562,107869
103669219,77578,107889
103679219,77573,107928
103689219,77579,107937
103699219,77582,107960
103709219,77591,107997
103719219,77605,108027
103729219,77601,108090
103740219,77619,108131
103750219,77636,108177
103760219,77647,108240
103770219,77656,108269
103780219,77668,108318
103790219,77672,108352
103800219,77689,108389
103810219,77691,108407
103820219,77702,108444
103830219,77712,108477
103840219,77717,108512
103850219,77737,108537
103860219,77743,108581
103870219,77755,108625
103880219,77766,108676
103890219,77777,108693
103900219,77789,108718
103910219,77786,108736
103920219,77797,108750
103931219,77796,108780
103941219,77791,108797
103951219,77811,108827
103961219,77812,108860
103971219,77820,108890
103981219,77833,108923
103991219,77837,108954
104001219,77839,108997
104011219,77864,109034
104021219,77884,109075
104031219,77886,109110
104041219,77894,109137
104051219,77898,109177
104061219,77917,109225
104071219,77933,109275
104081219,77936,109312
104091219,77940,109353
104101219,77964,109404
104112219,77964,109453
104122219,77973,109500
104132219,77993,109555
104142219,78016,109617
104152219,78030,109651
104162219,78035,109689
104172219,78043,109703
104182219,78051,109743
104192219,78053,109758
104202219,78061,109789
104212219,78079,109833
104222219,78088,109876
104232219,78107,109922
104242219,78124,109936
104252219,78123,109861
104262219,78084,109618
104272219,77993,109214
104282219,77885,108743
104292219,77770,108424
104303219,77701,108205
104313219,77659,108056
104323219,77620,107952
104333219,77590,107895
104343219,77598,107853
104353219,77580,107834
104363219,77585,107831
104373219,77581,107864
104383219,77596,107871
104393219,77603,107886
104403219,77603,107909
104413219,77613,107923
104423219,77611,107934
104433219,77622,107937
104443219,77624,107942
104453219,77619,107942
104463219,77620,107944
104473219,77628,107960
104484219,77623,107986
104494219,77638,108016
104504219,77642,108059
104514219,77656,108116
104524219,77651,108153
104534219,77666,108189
104544219,77679,108226
104554219,77694,108269
104564219,77700,108284
104574219,77704,108289
104584219,77708,108288
104594219,77711,108277
104604219,77711,108279
104614219,77711,108277
104624219,77702,108271
104634219,77707,108267
104644219,77701,108297
104654219,77700,108321
104664219,77718,108360
104675219,77718,108402
104685219,77734,108413
104695219,77733,108447
104705219,77735,108486
104715219,77749,108513
104725219,77759,108566
104735219,77779,108597
104745219,77785,108657
104755219,77793,108730
104765219,77823,108772
104775219,77832,108821
104785219,77845,108873
104795219,77862,108895
104805219,77864,108921
104815219,77872,108929
104825219,77875,108935
104835219,77876,108975
104845219,77876,109020
104856219,77901,109072
104866219,77902,109129
104876219,77918,109170
104886219,77928,109218
104896219,77939,109279
104906219,77952,109309
104916219,77975,109342
104926219,77973,109378
104936219,77979,109400
104946219,77996,109439
104956219,78014,109464
104966219,78012,109523
104976219,78020,109575
104986219,78043,109639
104996219,78063,109689
105006219,78066,109721
105016219,78077,109762
105026219,78086,109790
105036219,78091,109824
105047219,78097,109870
105057219,78106,109929
105067219,78132,109987
105077219,78140,110065
105087219,78159,110112
105097219,78181,110158
105107219,78179,110196
105117219,78198,110235
105127219,78199,110280
105137219,78230,110297
105147219,78230,110335
105157219,78242,110361
105167219,78252,110411
105177219,78260,110448
105187219,78266,110463
105197219,78282,110502
105207219,78281,110538
105217219,78287,110556
105228219,78292,110569
105238219,78290,110527
105248219,78277,110391
105258219,78215,110105
105268219,78111,109661
105278219,78003,109155
105288219,77884,108813
105298219,77816,108622
105308219,77774,108499
105318219,77763,108402
105328219,77745,108338
105338219,77728,108306
105348219,77723,108301
105358219,77721,108299
105368219,77724,108323
105378219,77734,108354
105388219,77744,108393
105398219,77745,108418
105408219,77763,108438
105419219,77759,108463
105429219,77759,108465
105439219,77761,108487
105449219,77769,108503
105459219,77773,108530
105469219,77794,108558
105479219,77794,108597
105489219,77810,108648
105499219,77807,108702
105509219,77836,108754
105519219,77847,108799
105529219,77862,108823
105539219,77863,108852
105549219,77862,108868
105559219,77865,108860
105569219,77870,108860
105579219,77871,108873
105589219,77872,108854
105600219,77854,108851
105610219,77856,108837
105620219,77863,108825
105630219,77852,108833
105640219,77845,108835
105650219,77855,108854
105660219,77874,108871
105670219,77868,108907
105680219,77881,108945
105690219,77889,108983
105700219,77913,109015
105710219,77913,109045
105720219,77916,109068
105730219,77928,109120
105740219,77929,109161
105750219,77950,109196
105760219,77963,109241
105770219,77967,109286
105780219,77980,109298
105791219,77986,109329
105801219,77988,109337
105811219,78005,109361
105821219,78003,109398
105831219,78005,109417
105841219,78012,109451
105851219,78024,109480
105861219,78026,109517
105871219,78038,109547
105881219,78048,109574
105891219,78065,109601
105901219,78072,109639
105911219,78068,109665
105921219,78087,109693
105931219,78088,109717
105941219,78094,109721
105951219,78099,109741
105961219,78098,109772
105972219,78109,109793
105982219,78113,109817
105992219,78127,109870
106002219,78134,109903
106012219,78141,109938
106022219,78146,109948
106032219,78152,109972
106042219,78163,109982
106052219,78165,109991
106062219,78162,110001
106072219,78173,110020
106082219,78179,110048
106092219,78179,110083
106102219,78187,110140
106112219,78206,110175
106122219,78211,110222
106132219,78215,110221
106142219,78214,110215
106153219,78210,110138
106163219,78191,109943
106173219,78125,109675
106183219,78034,109295
106193219,77956,108983
106203219,77877,108777
106213219,77842,108607
106223219,77806,108516
106233219,77784,108421
106243219,77762,108350
106253219,77758,108316
106263219,77752,108290
106273219,77748,108282
106283219,77746,108289
106293219,77749,108298
106303219,77752,108335
106313219,77755,108337
106323219,77767,108364
106333219,77763,108396
106344219,77772,108404
106354219,77774,108440
106364219,77785,108458
106374219,77796,108496
106384219,77798,108527
106394219,77804,108570
106404219,77824,108617
106414219,77833,108666
106424219,77846,108712
106434219,77854,108752
106444219,77866,108782
106454219,77881,108785
106464219,77880,108788
106474219,77885,108779
106484219,77874,108761
106494219,77878,108744
106504219,77871,108712
106514219,77851,108699
106524219,77839,108676
106535219,77852,108683
106545219,77844,108721
106555219,77850,108736
106565219,77860,108776
106575219,77873,108795
106585219,77879,108831
106595219,77890,108866
106605219,77886,108890
106615219,77908,108930
106625219,77918,108976
106635219,77928,109028
106645219,77944,109076
106655219,77942,109119
106665219,77963,109165
106675219,77980,109223
106685219,77986,109272
106695219,77992,109326
106705219,78008,109389
106716219,78022,109432
106726219,78033,109467
106736219,78041,109520
106746219,78053,109545
106756219,78050,109585
106766219,78072,109651
106776219,78091,109702
106786219,78100,109768
106796219,78117,109807
106806219,78133,109850
106816219,78143,109870
106826219,78158,109884
106836219,78153,109909
106846219,78164,109929
106856219,78164,109938
106866219,78169,109958
106876219,78170,109989
106886219,78177,110027
106896219,78181,110048
106907219,78193,110083
106917219,78195,110092
106927219,78206,110108
106937219,78202,110142
106947219,78203,110148
106957219,78202,110157
106967219,78215,110154
106977219,78208,110092
106987219,78182,109941
106997219,78136,109658
107007219,78048,109291
107017219,77956,108954
107027219,77879,108721
107037219,77819,108553
107047219,77785,108409
107057219,77755,108291
107067219,77727,108215
107077219,77706,108154
107088219,77693,108119
107098219,77683,108082
107108219,77686,108070
107118219,77675,108078
107128219,77678,108093
107138219,77693,108089
107148219,77689,108090
107158219,77687,108090
107168219,77678,108099
107178219,77693,108091
107188219,77705,108098
107198219,77704,108112
107208219,77709,108148
107218219,77715,108189
107228219,77729,108242
107238219,77742,108285
107248219,77751,108338
107258219,77751,108380
107268219,77775,108421
107279219,77781,108454
107289219,77791,108461
107299219,77786,108459
107309219,77786,108456
107319219,77779,108417
107329219,77782,108407
107339219,77771,108410
107349219,77779,108427
107359219,77789,108439
107369219,77805,108459
107379219,77802,108485
107389219,77806,108494
107399219,77816,108524
107409219,77819,108545
107419219,77824,108572
107429219,77836,108605
107439219,77839,108652
107449219,77856,108689
107460219,77862,108764
107470219,77877,108814
107480219,77893,108874
107490219,77915,108956
107500219,77922,109007
107510219,77932,109034
107520219,77952,109070
107530219,77959,109107
107540219,77970,109137
107550219,77975,109170
107560219,77986,109194
107570219,77993,109213
107580219,78006,109247
107590219,78018,109273
107600219,78016,109279
107610219,78021,109293
107620219,78025,109321
107630219,78033,109338
107640219,78025,109362
107651219,78024,109396
107661219,78049,109423
107671219,78050,109460
107681219,78061,109511
107691219,78071,109528
107701219,78077,109541
107711219,78081,109578
107721219,78094,109618
107731219,78105,109637
107741219,78111,109662
107751219,78117,109682
107761219,78122,109695
107771219,78115,109680
107781219,78105,109554
107791219,78070,109356
107801219,77995,109067
107811219,77909,108722
107821219,77833,108454
107832219,77772,108251
107842219,77731,108077
107852219,77681,107945
107862219,77648,107827
107872219,77636,107747
107882219,77607,107690
107892219,77602,107647
107902219,77603,107620
107912219,77595,107605
107922219,77602,107590
107932219,77600,107582
107942219,77610,107585
107952219,77604,107586
107962219,77605,107583
107972219,77611,107580
107982219,77611,107597
107992219,77607,107602
108002219,77618,107629
108012219,77620,107684
108023219,77633,107729
108033219,77655,107800
108043219,77669,107850
108053219,77689,107895
108063219,77702,107947
108073219,77714,107986
108083219,77720,108003
108093219,77732,108032
108103219,77736,108053
108113219,77739,108057
108123219,77744,108047
108133219,77760,108024
108143219,77740,108011
108153219,77740,107999
108163219,77745,107998
108173219,77745,107996
108183219,77741,108026
108193219,77749,108063
108203219,77761,108085
108214219,77769,108130
108224219,77782,108165
108234219,77805,108218
108244219,77801,108264
108254219,77814,108304
108264219,77832,108353
108274219,77847,108408
108284219,77864,108455
108294219,77869,108504
108304219,77896,108547
108314219,77905,108605
108324219,77929,108641
108334219,77936,108679
108344219,77946,108728
108354219,77966,108756
108364219,77965,108802
108374219,77973,108824
108384219,77986,108854
108395219,77983,108882
108405219,77985,108897
108415219,78007,108919
108425219,78006,108968
108435219,78018,108994
108445219,78024,109032
108455219,78034,109046
108465219,78042,109092
108475219,78052,109123
108485219,78060,109139
108495219,78070,109164
108505219,78076,109187
108515219,78088,109202
108525219,78099,109245
108535219,78109,109273
108545219,78115,109325
108555219,78123,109364
108565219,78141,109378
108575219,78130,109364
108586219,78115,109250
108596219,78078,109029
108606219,78001,108709
108616219,77916,108359
108626219,77831,108102
108636219,77771,107905
108646219,77729,107734
108656219,77685,107597
108666219,77657,107496
108676219,77633,107413
108686219,77621,107347
108696219,77615,107283
108706219,77615,107260
108716219,77600,107240
108726219,77595,107227
108736219,77605,107222
108746219,77601,107209
108756219,77589,107214
108766219,77585,107195
108777219,77593,107200
108787219,77591,107195
108797219,77594,107211
108807219,77602,107244
108817219,77607,107302
108827219,77628,107351
108837219,77644,107412
108847219,77659,107477
108857219,77671,107541
108867219,77691,107591
108877219,77717,107625
108887219,77724,107668
108897219,77738,107697
108907219,77733,107728
108917219,77746,107716
108927219,77749,107715
108937219,77749,107727
108947219,77735,107730
108958219,77754,107731
108968219,77749,107751
108978219,77766,107784
108988219,77770,107837
108998219,77788,107910
109008219,77813,107971
109018219,77834,108055
109028219,77854,108133
109038219,77866,108219
109048219,77900,108281
109058219,77929,108328
109068219,77939,108411
109078219,77965,108462
109088219,77972,108515
109098219,77987,108567
109108219,78005,108602
109118219,78003,108659
109128219,78012,108688
109138219,78038,108727
109149219,78039,108769
109159219,78060,108799
109169219,78060,108850
109179219,78069,108904
109189219,78086,108956
109199219,78107,108996
109209219,78108,109040
109219219,78137,109079
109229219,78137,109113
109239219,78156,109115
109249219,78155,109113
109259219,78158,109112
109269219,78151,109136
109279219,78152,109157
109289219,78158,109188
109299219,78168,109214
109309219,78161,109266
109319219,78184,109289
109330219,78179,109321
109340219,78185,109329
109350219,78188,109349
109360219,78184,109363
109370219,78188,109390
109380219,78211,109413
109390219,78217,109448
109400219,78226,109508
109410219,78234,109572
109420219,78261,109630
109430219,78289,109695
109440219,78303,109753
109450219,78315,109788
109460219,78319,109806
109470219,78330,109753
109480219,78302,109560
109490219,78234,109275
109500219,78141,108868
109510219,78039,108443
109521219,77934,108144
109531219,77868,107929
109541219,77816,107766
109551219,77776,107647
109561219,77768,107529
109571219,77737,107449
109581219,77719,107395
109591219,77701,107363
109601219,77702,107335
109611219,77703,107326
109621219,77696,107317
109631219,77705,107310
109641219,77706,107300
109651219,77702,107308
109661219,77705,107289
109671219,77697,107282
109681219,77689,107274
109691219,77700,107284
109702219,77688,107319
109712219,77705,107350
109722219,77719,107402
109732219,77728,107474
109742219,77749,107517
109752219,77764,107557
109762219,77777,107592
109772219,77778,107618
109782219,77787,107631
109792219,77788,107627
109802219,77799,107644
109812219,77797,107630
109822219,77802,107628
109832219,77802,107627
109842219,77803,107623
109852219,77795,107626
109862219,77801,107639
109872219,77805,107648
109882219,77805,107688
109893219,77809,107726
109903219,77831,107797
109913219,77843,107867
109923219,77859,107954
109933219,77882,108063
109943219,77908,108175
109953219,77943,108297
109963219,77968,108383
109973219,77990,108474
109983219,78020,108561
109993219,78039,108621
110003219,78067,108660
110013219,78081,108711
110023219,78085,108764
110033219,78101,108801
110043219,78108,108838
110053219,78135,108886
110063219,78131,108942
110073219,78142,108977
110084219,78160,109015
110094219,78170,109067
110104219,78173,109101
110114219,78197,109137
110124219,78199,109183
110134219,78219,109227
110144219,78224,109247
110154219,78234,109294
110164219,78250,109342
110174219,78269,109386
110184219,78279,109418
110194219,78298,109472
110204219,78299,109508
110214219,78316,109548
110224219,78323,109592
110234219,78339,109620
110244219,78351,109660
110254219,78349,109697
110265219,78364,109715
110275219,78370,109762
110285219,78383,109801
110295219,78387,109849
110305219,78389,109887
110315219,78405,109918
110325219,78419,109951
110335219,78425,109993
110345219,78435,110042
110355219,78455,110061
110365219,78468,110090
110375219,78469,110106
110385219,78473,110081
110395219,78451,109951
110405219,78414,109696
110415219,78333,109347
110425219,78228,108963
110435219,78112,108535
110445219,78026,108261
