timestamp,red,ir
7144961,83876,112004
7154961,83881,112044
7165961,83894,112101
7175961,83912,112150
7185961,83917,112222
7195961,83939,112256
7205961,83946,112314
7215961,83958,112352
7225961,83975,112400
7235961,83992,112463
7245961,84006,112502
7255961,84019,112546
7265961,84027,112555
7275961,84023,112468
7285961,83987,112268
7295961,83915,111985
7305961,83848,111688
7315961,83773,111406
7325961,83709,111209
7335961,83661,111046
7345961,83611,110935
7356961,83607,110869
7366961,83586,110847
7376961,83577,110876
7386961,83592,110930
7396961,83607,110996
7406961,83629,111056
7416961,83638,111152
7426961,83676,111248
7436961,83700,111317
7446961,83728,111409
7456961,83745,111480
7466961,83766,111563
7476961,83786,111660
7486961,83816,111719
7496961,83825,111789
7506961,83854,111853
7516961,83850,111869
7526961,83850,111883
7537961,83855,111891
7547961,83848,111851
7557961,83836,111818
7567961,83834,111776
7577961,83812,111739
7587961,83810,111702
7597961,83806,111686
7607961,83802,111688
7617961,83797,111686
7627961,83804,111698
7637961,83814,111722
7647961,83833,111754
7657961,83838,111782
7667961,83848,111826
7677961,83850,111855
7687961,83867,111906
7697961,83868,111941
7707961,83876,111985
7717961,83884,112051
7728961,83904,112092
7738961,83908,112152
7748961,83930,112192
7758961,83932,112248
7768961,83940,112290
7778961,83956,112333
7788961,83966,112375
7798961,83979,112422
7808961,83989,112474
7818961,84003,112475
7828961,84005,112394
7838961,83971,112184
7848961,83903,111896
7858961,83816,111607
7868961,83748,111310
7878961,83674,111066
7888961,83614,110887
7898961,83578,110762
7909961,83545,110683
7919961,83532,110660
7929961,83525,110654
7939961,83528,110692
7949961,83540,110757
7959961,83558,110814
7969961,83578,110877
7979961,83593,110960
7989961,83620,111014
7999961,83635,111082
8009961,83658,111150
8019961,83684,111226
8029961,83703,111286
8039961,83704,111370
8049961,83720,111438
8059961,83740,111500
8069961,83763,111556
8079961,83771,111584
8089961,83765,111596
8100961,83779,111585
8110961,83759,111557
8120961,83747,111526
8130961,83738,111477
8140961,83730,111445
8150961,83732,111426
8160961,83732,111403
8170961,83730,111412
8180961,83725,111419
8190961,83741,111443
8200961,83744,111459
8210961,83744,111489
8220961,83762,111529
8230961,83767,111566
8240961,83781,111599
8250961,83790,111643
8260961,83795,111700
8270961,83803,111742
8280961,83819,111785
8291961,83830,111825
8301961,83849,111895
8311961,83844,111934
8321961,83856,111986
8331961,83880,112031
8341961,83881,112081
8351961,83894,112120
8361961,83899,112136
8371961,83905,112080
8381961,83883,111891
8391961,83821,111614
8401961,83747,111314
8411961,83660,111013
8421961,83594,110753
8431961,83537,110551
8441961,83491,110399
8451961,83453,110326
8461961,83439,110288
8472961,83430,110297
8482961,83432,110329
8492961,83445,110380
8502961,83451,110440
8512961,83466,110526
8522961,83494,110587
8532961,83514,110652
8542961,83536,110733
8552961,83553,110810
8562961,83575,110859
8572961,83582,110914
8582961,83608,110986
8592961,83628,111042
8602961,83641,111110
8612961,83651,111169
8622961,83675,111203
8632961,83679,111229
8642961,83694,111253
8652961,83684,111242
8663961,83682,111219
8673961,83676,111204
8683961,83657,111179
8693961,83650,111161
8703961,83654,111151
8713961,83650,111149
8723961,83661,111158
8733961,83657,111188
8743961,83676,111231
8753961,83683,111253
8763961,83694,111304
8773961,83707,111350
8783961,83732,111400
8793961,83736,111461
8803961,83756,111525
8813961,83775,111556
8823961,83774,111619
8833961,83787,111689
8844961,83800,111734
8854961,83819,111791
8864961,83832,111846
8874961,83844,111913
8884961,83854,111958
8894961,83868,112022
8904961,83897,112075
8914961,83899,112114
8924961,83906,112063
8934961,83879,111878
8944961,83819,111571
8954961,83735,111240
8964961,83655,110927
8974961,83566,110637
8984961,83499,110397
8994961,83447,110214
9004961,83403,110111
9014961,83371,110072
9024961,83378,110050
9035961,83365,110075
9045961,83391,110130
9055961,83389,110189
9065961,83410,110262
9075961,83419,110346
9085961,83462,110424
9095961,83470,110483
9105961,83491,110547
9115961,83517,110615
9125961,83533,110668
9135961,83546,110739
9145961,83562,110804
9155961,83574,110861
9165961,83610,110930
9175961,83614,110983
9185961,83630,111023
9195961,83640,111055
9205961,83646,111067
9216961,83640,111073
9226961,83637,111075
9236961,83633,111042
9246961,83628,111023
9256961,83624,111025
9266961,83630,111012
9276961,83641,111028
9286961,83635,111048
9296961,83635,111082
9306961,83654,111112
9316961,83676,111159
9326961,83689,111213
9336961,83700,111266
9346961,83716,111313
9356961,83725,111374
9366961,83745,111428
9376961,83747,111480
9386961,83769,111543
9396961,83778,111592
9407961,83794,111639
9417961,83809,111695
9427961,83815,111754
9437961,83829,111814
9447961,83851,111868
9457961,83856,111913
9467961,83867,111972
9477961,83882,112030
9487961,83901,112088
9497961,83922,112097
9507961,83915,112047
9517961,83902,111843
9527961,83827,111531
9537961,83732,111218
9547961,83653,110887
9557961,83567,110603
9567961,83510,110388
9577961,83451,110224
9587961,83418,110133
9598961,83408,110109
9608961,83392,110103
9618961,83394,110146
9628961,83421,110224
9638961,83433,110301
9648961,83456,110381
9658961,83482,110463
9668961,83500,110547
9678961,83528,110620
9688961,83547,110689
9698961,83571,110746
9708961,83589,110812
9718961,83589,110889
9728961,83620,110946
9738961,83639,111006
9748961,83656,111078
9758961,83662,111118
9768961,83673,111158
9779961,83678,111172
9789961,83683,111186
9799961,83680,111184
9809961,83683,111197
9819961,83678,111181
9829961,83677,111168
9839961,83675,111158
9849961,83671,111163
9859961,83673,111164
9869961,83674,111185
9879961,83691,111217
9889961,83707,111256
9899961,83706,111292
9909961,83721,111332
9919961,83729,111376
9929961,83750,111420
9939961,83754,111467
9949961,83763,111512
9959961,83783,111584
9970961,83799,111623
9980961,83805,111690
9990961,83825,111729
10000961,83821,111798
10010961,83834,111837
10020961,83856,111907
10030961,83869,111946
10040961,83886,112013
10050961,83901,112062
10060961,83916,112100
10070961,83932,112150
10080961,83947,112190
10090961,83954,112235
10100961,83961,112271
10110961,83976,112300
10120961,83970,112253
10130961,83946,112093
10140961,83883,111829
10151961,83800,111495
10161961,83717,111194
10171961,83644,110915
10181961,83570,110681
10191961,83527,110535
10201961,83495,110445
10211961,83492,110407
10221961,83476,110414
10231961,83490,110461
10241961,83494,110534
10251961,83531,110609
10261961,83545,110675
10271961,83563,110757
10281961,83590,110836
10291961,83610,110920
10301961,83634,110990
10311961,83646,111052
10321961,83658,111132
10331961,83678,111200
10342961,83695,111276
10352961,83708,111357
10362961,83741,111406
10372961,83745,111459
10382961,83763,111504
10392961,83767,111517
10402961,83769,111525
10412961,83762,111536
10422961,83768,111503
10432961,83756,111468
10442961,83761,111457
10452961,83752,111443
10462961,83756,111428
10472961,83750,111439
10482961,83748,111435
10492961,83753,111467
10502961,83756,111478
10512961,83759,111527
10523961,83777,111570
10533961,83780,111614
10543961,83798,111672
10553961,83810,111729
10563961,83825,111779
10573961,83829,111837
10583961,83861,111898
10593961,83866,111952
10603961,83876,112014
10613961,83898,112073
10623961,83916,112113
10633961,83936,112162
10643961,83929,112212
10653961,83944,112265
10663961,83961,112293
10673961,83978,112349
10683961,83975,112375
10693961,84000,112428
10703961,83986,112456
10714961,84002,112488
10724961,84001,112542
10734961,84018,112570
10744961,84021,112578
10754961,84012,112520
10764961,84004,112329
10774961,83922,112035
10784961,83854,111742
10794961,83768,111474
10804961,83717,111229
10814961,83663,111059
10824961,83627,110942
10834961,83613,110876
10844961,83596,110862
10854961,83590,110881
10864961,83608,110930
10874961,83619,110988
10884961,83631,111075
10895961,83644,111149
10905961,83671,111240
10915961,83693,111316
10925961,83709,111403
10935961,83720,111468
10945961,83753,111542
10955961,83766,111615
10965961,83781,111705
10975961,83797,111777
10985961,83830,111863
10995961,83850,111913
11005961,83854,111947
11015961,83878,111962
11025961,83861,111963
11035961,83864,111932
11045961,83856,111904
11055961,83847,111861
11065961,83838,111845
11075961,83828,111814
11086961,83823,111785
11096961,83822,111786
11106961,83815,111794
11116961,83810,111824
11126961,83831,111859
11136961,83837,111887
11146961,83846,111926
11156961,83853,111979
11166961,83875,112038
11176961,83885,112090
11186961,83902,112144
11196961,83908,112191
11206961,83935,112244
11216961,83926,112311
11226961,83958,112338
11236961,83959,112391
11246961,83986,112458
11256961,83979,112491
11266961,83998,112546
11277961,83999,112577
11287961,84011,112615
11297961,84018,112654
11307961,84031,112701
11317961,84032,112741
11327961,84037,112758
11337961,84044,112714
11347961,84010,112530
11357961,83954,112235
11367961,83883,111950
11377961,83810,111681
11387961,83751,111446
11397961,83692,111295
11407961,83664,111188
11417961,83643,111146
11427961,83647,111149
11437961,83640,111158
11447961,83638,111211
11458961,83659,111282
11468961,83676,111350
11478961,83686,111435
11488961,83716,111530
11498961,83728,111610
11508961,83756,111677
11518961,83769,111771
11528961,83800,111870
11538961,83811,111959
11548961,83836,112046
11558961,83869,112137
11568961,83891,112184
11578961,83905,112232
11588961,83906,112257
11598961,83913,112254
11608961,83907,112225
11618961,83908,112204
11628961,83887,112154
11638961,83870,112130
11649961,83880,112098
11659961,83853,112055
11669961,83852,112063
11679961,83861,112066
11689961,83855,112071
11699961,83859,112102
11709961,83873,112127
11719961,83872,112176
11729961,83891,112214
11739961,83907,112270
11749961,83925,112319
11759961,83933,112366
11769961,83943,112434
11779961,83969,112470
11789961,83976,112524
11799961,84000,112574
11809961,84003,112636
11819961,84007,112684
11830961,84031,112738
11840961,84034,112788
11850961,84040,112849
11860961,84061,112899
11870961,84065,112954
11880961,84082,112994
11890961,84096,112982
11900961,84082,112858
11910961,84022,112591
11920961,83955,112282
11930961,83878,111992
11940961,83803,111739
11950961,83742,111556
11960961,83696,111425
11970961,83675,111325
11980961,83662,111300
11990961,83670,111311
12000961,83660,111341
12010961,83669,111402
12021961,83683,111470
12031961,83702,111529
12041961,83724,111624
12051961,83741,111705
12061961,83758,111765
12071961,83781,111847
12081961,83800,111921
12091961,83821,111993
12101961,83838,112061
12111961,83863,112140
12121961,83888,112222
12131961,83904,112289
12141961,83908,112331
12151961,83926,112350
12161961,83922,112345
12171961,83924,112332
12181961,83916,112299
12191961,83895,112257
12202961,83884,112235
12212961,83878,112189
12222961,83862,112173
12232961,83867,112173
12242961,83867,112185
12252961,83875,112190
12262961,83876,112218
12272961,83891,112265
12282961,83903,112291
12292961,83912,112336
12302961,83915,112378
12312961,83930,112413
12322961,83937,112471
12332961,83951,112520
12342961,83961,112563
12352961,83979,112608
12362961,84003,112673
12372961,83998,112721
12382961,84010,112780
12393961,84029,112831
12403961,84039,112883
12413961,84047,112931
12423961,84072,112985
12433961,84068,112979
12443961,84056,112876
12453961,84008,112635
12463961,83945,112335
12473961,83867,112021
12483961,83796,111750
12493961,83737,111531
12503961,83690,111388
12513961,83655,111296
12523961,83636,111245
12533961,83635,111240
12543961,83631,111275
12553961,83641,111318
12563961,83645,111364
12574961,83662,111433
12584961,83680,111498
12594961,83679,111549
12604961,83705,111632
12614961,83722,111678
12624961,83736,111739
12634961,83752,111792
12644961,83758,111858
12654961,83774,111915
12664961,83787,111981
12674961,83815,112013
12684961,83829,112046
12694961,83824,112072
12704961,83823,112078
12714961,83831,112058
12724961,83820,112040
12734961,83803,112010
12744961,83804,111964
12755961,83780,111927
12765961,83765,111906
12775961,83776,111893
12785961,83769,111904
12795961,83772,111935
12805961,83789,111933
12815961,83790,111956
12825961,83789,111995
12835961,83791,112016
12845961,83813,112057
12855961,83819,112088
12865961,83827,112133
12875961,83845,112169
12885961,83852,112233
12895961,83861,112284
12905961,83885,112343
12915961,83900,112390
12925961,83907,112461
12935961,83928,112497
12946961,83933,112559
12956961,83935,112619
12966961,83962,112648
12976961,83956,112629
12986961,83941,112486
12996961,83895,112207
13006961,83807,111916
13016961,83729,111618
13026961,83655,111365
13036961,83611,111167
13046961,83564,111023
13056961,83523,110940
13066961,83522,110890
13076961,83508,110912
13086961,83521,110932
13096961,83531,110972
13106961,83536,111041
13116961,83562,111101
13127961,83559,111168
13137961,83579,111248
13147961,83608,111320
13157961,83611,111384
13167961,83626,111449
13177961,83652,111522
13187961,83676,111585
13197961,83678,111675
13207961,83705,111739
13217961,83718,111812
13227961,83756,111865
13237961,83758,111906
13247961,83778,111929
13257961,83778,111939
13267961,83780,111938
13277961,83774,111897
13287961,83765,111874
13297961,83763,111865
13307961,83745,111832
13318961,83746,111821
13328961,83751,111830
13338961,83741,111840
13348961,83746,111867
13358961,83767,111907
13368961,83772,111939
13378961,83779,111975
13388961,83784,112026
13398961,83812,112077
13408961,83833,112121
13418961,83838,112173
13428961,83853,112222
13438961,83866,112263
13448961,83872,112319
13458961,83880,112364
13468961,83905,112409
13478961,83907,112450
13488961,83916,112506
13499961,83934,112545
13509961,83947,112585
13519961,83953,112638
13529961,83961,112634
13539961,83939,112518
13549961,83898,112262
13559961,83829,111958
13569961,83744,111646
13579961,83667,111361
13589961,83601,111137
13599961,83556,110971
13609961,83516,110854
13619961,83488,110807
13629961,83494,110798
13639961,83484,110813
13649961,83498,110849
13659961,83507,110904
13669961,83521,110967
13679961,83542,111048
13690961,83547,111098
13700961,83561,111184
13710961,83587,111238
13720961,83592,111303
13730961,83610,111342
13740961,83633,111412
13750961,83648,111480
13760961,83664,111555
13770961,83684,111616
13780961,83704,111674
13790961,83731,111714
13800961,83732,111746
13810961,83732,111764
13820961,83742,111768
13830961,83741,111767
13840961,83742,111739
13850961,83730,111705
13860961,83725,111691
13871961,83724,111689
13881961,83714,111688
13891961,83720,111708
13901961,83729,111729
13911961,83730,111763
13921961,83739,111799
13931961,83757,111839
13941961,83769,111885
13951961,83775,111942
13961961,83785,111974
13971961,83805,112011
13981961,83822,112081
13991961,83841,112135
14001961,83841,112182
14011961,83858,112221
14021961,83864,112279
14031961,83894,112330
14041961,83890,112377
14051961,83903,112428
14062961,83915,112474
14072961,83922,112521
14082961,83928,112583
14092961,83963,112629
14102961,83966,112654
14112961,83971,112672
14122961,83960,112595
14132961,83936,112364
14142961,83863,112046
14152961,83783,111728
14162961,83701,111423
14172961,83627,111158
14182961,83574,110989
14192961,83530,110871
14202961,83502,110799
14212961,83493,110775
14222961,83508,110801
14232961,83498,110843
14243961,83502,110915
14253961,83533,110970
14263961,83537,111058
14273961,83556,111130
14283961,83588,111214
14293961,83605,111287
14303961,83624,111367
14313961,83642,111432
14323961,83654,111505
14333961,83682,111573
14343961,83697,111645
14353961,83708,111707
14363961,83740,111756
14373961,83749,111799
14383961,83766,111827
14393961,83763,111821
14403961,83763,111837
14413961,83764,111817
14424961,83755,111786
14434961,83737,111761
14444961,83737,111723
14454961,83718,111715
14464961,83720,111729
14474961,83726,111714
14484961,83730,111741
14494961,83736,111778
14504961,83752,111819
14514961,83765,111851
14524961,83790,111906
14534961,83792,111937
14544961,83813,111990
14554961,83816,112043
14564961,83837,112086
14574961,83849,112135
14584961,83854,112180
14594961,83861,112234
14604961,83868,112274
14615961,83880,112320
14625961,83895,112379
14635961,83906,112416
14645961,83911,112470
14655961,83926,112525
14665961,83932,112556
14675961,83951,112601
14685961,83965,112653
14695961,83977,112688
14705961,83985,112730
14715961,84001,112749
14725961,83999,112718
14735961,83977,112563
14745961,83916,112277
14755961,83843,111948
14765961,83769,111634
14775961,83676,111350
14785961,83604,111143
14796961,83566,110996
14806961,83525,110898
14816961,83515,110858
14826961,83504,110879
14836961,83509,110908
14846961,83522,110963
14856961,83546,111046
14866961,83559,111135
14876961,83584,111219
14886961,83614,111315
14896961,83628,111388
14906961,83662,111459
14916961,83681,111530
14926961,83698,111608
14936961,83698,111666
14946961,83727,111743
14956961,83749,111797
14966961,83753,111859
14976961,83767,111897
14987961,83781,111920
14997961,83775,111919
15007961,83767,111935
15017961,83782,111921
15027961,83767,111876
15037961,83760,111848
15047961,83759,111833
15057961,83752,111832
15067961,83752,111809
15077961,83758,111822
15087961,83761,111836
15097961,83766,111847
15107961,83770,111873
15117961,83773,111911
15127961,83795,111951
15137961,83790,111995
15147961,83814,112056
15157961,83820,112094
15168961,83827,112130
15178961,83839,112194
15188961,83852,112239
15198961,83860,112294
15208961,83878,112339
15218961,83890,112389
15228961,83898,112428
15238961,83915,112478
15248961,83920,112527
15258961,83944,112566
15268961,83944,112608
15278961,83961,112651
15288961,83969,112698
15298961,83975,112723
15308961,83976,112762
15318961,83993,112780
15328961,84000,112813
15338961,84002,112860
15349961,84017,112858
15359961,83990,112785
15369961,83976,112565
15379961,83893,112256
15389961,83813,111930
15399961,83725,111638
15409961,83670,111404
15419961,83615,111241
15429961,83576,111129
15439961,83561,111083
15449961,83563,111078
15459961,83563,111094
15469961,83572,111156
15479961,83591,111232
15489961,83608,111297
15499961,83628,111379
15509961,83645,111459
15519961,83662,111545
15529961,83682,111636
15540961,83711,111705
15550961,83720,111804
15560961,83743,111864
15570961,83763,111963
15580961,83778,112018
15590961,83804,112097
15600961,83819,112152
15610961,83826,112179
15620961,83842,112188
15630961,83840,112178
15640961,83835,112141
15650961,83828,112077
15660961,83815,112030
15670961,83796,111989
15680961,83787,111947
15690961,83783,111938
15700961,83782,111917
15710961,83778,111937
15721961,83775,111936
15731961,83778,111953
15741961,83770,111973
15751961,83794,112009
15761961,83791,112060
15771961,83810,112096
15781961,83828,112151
15791961,83833,112215
15801961,83847,112257
15811961,83865,112310
15821961,83874,112358
15831961,83895,112410
15841961,83909,112460
15851961,83917,112499
15861961,83929,112539
15871961,83927,112580
15881961,83938,112623
15891961,83948,112662
15902961,83957,112704
15912961,83974,112748
15922961,83978,112766
15932961,83977,112713
15942961,83946,112525
15952961,83885,112232
15962961,83808,111951
15972961,83736,111686
15982961,83684,111507
15992961,83633,111332
16002961,83607,111246
16012961,83588,111196
16022961,83589,111191
16032961,83595,111226
16042961,83598,111261
16052961,83617,111337
16062961,83628,111433
16072961,83650,111501
16082961,83663,111597
16093961,83688,111669
16103961,83705,111759
16113961,83722,111842
16123961,83756,111942
16133961,83774,112045
16143961,83791,112133
16153961,83826,112216
16163961,83854,112285
16173961,83863,112339
16183961,83878,112376
16193961,83887,112380
16203961,83879,112359
16213961,83878,112318
16223961,83857,112270
16233961,83848,112209
16243961,83834,112175
16253961,83813,112132
16263961,83822,112095
16274961,83806,112084
16284961,83803,112088
16294961,83802,112103
16304961,83805,112124
16314961,83806,112170
16324961,83827,112204
16334961,83834,112228
16344961,83849,112285
16354961,83855,112339
16364961,83872,112380
16374961,83889,112427
16384961,83900,112476
16394961,83913,112520
16404961,83931,112566
16414961,83940,112608
16424961,83941,112656
16434961,83954,112705
16444961,83957,112746
16454961,83978,112803
16465961,83976,112817
16475961,83982,112759
16485961,83954,112560
16495961,83883,112275
16505961,83803,111979
16515961,83728,111697
16525961,83665,111475
16535961,83616,111305
16545961,83599,111221
16555961,83562,111155
16565961,83566,111155
16575961,83561,111160
16585961,83567,111190
16595961,83574,111242
16605961,83587,111317
16615961,83616,111382
16625961,83625,111459
16635961,83648,111536
16646961,83662,111603
16656961,83666,111687
16666961,83695,111744
16676961,83705,111831
16686961,83726,111905
16696961,83744,111985
16706961,83772,112054
16716961,83786,112098
16726961,83792,112131
16736961,83800,112138
16746961,83800,112118
16756961,83789,112097
16766961,83785,112051
16776961,83781,112012
16786961,83753,111962
16796961,83758,111924
16806961,83747,111912
16816961,83750,111894
16826961,83730,111906
16837961,83732,111925
16847961,83744,111942
16857961,83743,111964
16867961,83759,112013
16877961,83758,112045
16887961,83763,112081
16897961,83787,112132
16907961,83798,112182
16917961,83806,112229
16927961,83829,112288
16937961,83839,112337
16947961,83862,112370
16957961,83871,112422
16967961,83874,112461
16977961,83889,112508
16987961,83893,112540
16997961,83891,112531
17007961,83878,112389
17017961,83828,112127
17028961,83761,111838
17038961,83673,111528
17048961,83596,111275
17058961,83544,111064
17068961,83497,110917
17078961,83448,110813
17088961,83434,110770
17098961,83434,110782
17108961,83437,110788
17118961,83447,110827
17128961,83458,110878
17138961,83475,110951
17148961,83498,111023
17158961,83509,111082
17168961,83530,111136
17178961,83542,111185
17188961,83564,111253
17198961,83554,111311
17209961,83577,111367
17219961,83599,111444
17229961,83603,111505
17239961,83617,111556
17249961,83639,111593
17259961,83647,111625
17269961,83650,111644
17279961,83649,111646
17289961,83650,111623
17299961,83648,111609
17309961,83649,111590
17319961,83646,111562
17329961,83646,111537
17339961,83633,111550
17349961,83639,111540
17359961,83632,111548
17369961,83633,111575
17379961,83644,111606
17390961,83650,111634
17400961,83659,111691
17410961,83674,111729
17420961,83681,111770
17430961,83693,111817
17440961,83711,111859
17450961,83719,111912
17460961,83730,111964
17470961,83742,112020
17480961,83763,112077
17490961,83786,112129
17500961,83794,112164
17510961,83809,112216
17520961,83812,112255
17530961,83830,112262
17540961,83821,112172
17550961,83775,111953
17560961,83696,111657
17570961,83624,111325
17581961,83532,111013
17591961,83460,110769
17601961,83411,110561
17611961,83357,110424
17621961,83327,110346
17631961,83308,110306
17641961,83313,110310
17651961,83317,110360
17661961,83319,110405
17671961,83348,110461
17681961,83362,110521
17691961,83371,110583
17701961,83398,110651
17711961,83411,110698
17721961,83431,110747
17731961,83439,110797
17741961,83452,110857
17751961,83456,110897
17762961,83474,110965
17772961,83490,111017
17782961,83509,111056
17792961,83509,111100
17802961,83516,111118
17812961,83522,111129
17822961,83532,111121
17832961,83518,111110
17842961,83516,111084
17852961,83506,111048
17862961,83518,111036
17872961,83516,111013
17882961,83504,111029
17892961,83513,111039
17902961,83512,111055
17912961,83531,111083
17922961,83535,111118
17932961,83537,111150
17942961,83547,111199
17953961,83569,111243
17963961,83566,111293
17973961,83578,111329
17983961,83589,111386
17993961,83599,111436
18003961,83625,111473
18013961,83627,111516
18023961,83648,111591
18033961,83661,111622
18043961,83668,111673
18053961,83681,111718
18063961,83704,111756
18073961,83716,111785
18083961,83717,111821
18093961,83725,111855
18103961,83743,111886
18113961,83740,111851
18123961,83710,111706
18134961,83660,111443
18144961,83588,111112
18154961,83494,110776
18164961,83404,110480
18174961,83340,110221
18184961,83290,110052
18194961,83242,109930
18204961,83213,109879
18214961,83209,109875
18224961,83227,109901
18234961,83240,109933
18244961,83242,110007
18254961,83268,110089
18264961,83284,110165
18274961,83309,110218
18284961,83327,110286
18294961,83340,110346
18304961,83367,110408
18315961,83367,110455
18325961,83382,110513
18335961,83402,110575
18345961,83405,110628
18355961,83427,110684
18365961,83448,110732
18375961,83445,110772
18385961,83470,110797
18395961,83474,110811
18405961,83483,110817
18415961,83483,110796
18425961,83479,110781
18435961,83469,110762
18445961,83471,110736
18455961,83472,110748
18465961,83473,110747
18475961,83479,110755
18485961,83475,110765
18495961,83490,110807
18506961,83488,110835
18516961,83499,110888
18526961,83518,110924
18536961,83524,110984
18546961,83542,111022
18556961,83548,111073
18566961,83572,111119
18576961,83573,111162
18586961,83592,111208
18596961,83602,111258
18606961,83634,111309
18616961,83638,111350
18626961,83654,111400
18636961,83659,111440
18646961,83668,111499
18656961,83694,111508
18666961,83693,111546
18676961,83702,111581
18687961,83708,111630
18697961,83709,111645
18707961,83713,111675
18717961,83733,111742
18727961,83740,111755
18737961,83738,111737
18747961,83729,111632
18757961,83694,111407
18767961,83628,111096
18777961,83548,110794
18787961,83477,110502
18797961,83409,110252
18807961,83357,110073
18817961,83301,109951
18827961,83297,109890
18837961,83273,109881
18847961,83295,109902
18857961,83303,109949
18867961,83305,110017
18878961,83331,110090
18888961,83346,110154
18898961,83364,110250
18908961,83387,110309
18918961,83398,110363
18928961,83418,110416
18938961,83427,110475
18948961,83458,110531
18958961,83458,110601
18968961,83482,110646
18978961,83493,110706
18988961,83521,110739
18998961,83523,110777
19008961,83533,110791
19018961,83528,110792
19028961,83535,110779
19038961,83525,110769
19048961,83531,110750
